name,sales_group,address,customer_account
Columbia Environmental,JHF,"Research Center 
4200 New Haven Rd
Columbia, MO 65201",C002909
Columbia Fluid System Tech.,JHF,"1230 Veterans Road
Columbia, SC 29209",C002910
Columbia General Mail Facility,JHF,"11450 South AIrport Drive
Columbia, MO 65299",C014737
Columbia Mall Car Wash,JAG,"2203 West Worley Street
Columbia, MO 65203",C002911
Columbia Marine Service,SDH,"P. O. Box 559
Columbia, IL 62236",C002912
Columbia Pipe & Supply Co.,JHF,"P.O. Box 7020
Rockford, IL 61125",C002913
Columbia Pipe And Supply,JHF,"1120 Pershing Road
Chicago, IL 60609",C002914
Columbia Pipe And Supply,JHF,"2881 Parkway Drive
Decatur, IL 62526",C002915
Columbia Public Schools,JAG,"1818 W. Worley Street 
Accounts Payable
Columbia, MO 65203",C002916
Columbia Public Schools,JAG,"5909 Paris Road
Columbia, MO 65202",C002917
Columbia Quarry,SDH,"100 Industrial Drive
Dupo, IL 62239",C002918
Columbia Quarry Company,SDH,"P.O. Box 18
Columbia, IL 62236",C002919
Columbia Quarry Plant #7,SDH,"5440 Quarry Drive
P. O. Box 58
Waterloo, IL 62298",C002920
Columbia Ready Mix,JAG,"2600 N. Stadium Blvd.
Columbia, MO 65202",C007374
Columbia Scuba,JHF,"2000 East Broadway Suite 134
Columbia, MO 65201",C002921
Columbine Printing,JHF,"10415 Trenton
St. Louis, MO 63132",C002922
Columbus Container,LAW,"32 Industrial Park
Flora, IL 62839",C002923
Columbus Container,JHF,"3460 Commerce Dr
Columbus, IN 47201",C002924
Com Pac International Inc.,RDP,"800 Industrial Park Road 
P. O. Box 2707
Carbondale, IL 62901",C002925
Combo Carts,JHF,"6678 Old Rt 36
Riverton, IL 62561",C002926
Combs Auto,AJA,"10520 Big Bend
Saint Louis, MO 63122",C019509
Combustion Technology Inc.,LRH,"139 East Third Street 
P.O. Box # 138
Moscow Mills, MO 63362",C002927
Comcast Service Center,JHF,"4450 Kishwaukee Street
Rockford, IL 61109",C026245
Come Play Products,JHF,"44 Suffolk
Worcester, MA 01604",C002928
Comfort & Safety Services,DRH,"6611 White Oak Road
Quincy, IL 62305",C002929
"Comfort Company, LLC",JHF,"1960 S. Calhoun Road
New Berlin, WI 53151",C033695
Comfort Zone,JHF,"293 State Highway Tt
Sunrise Beach, MO 65079",C014187
Command Web,JHF,"100 Castle Road
Secaucus, NJ 07096",C002930
Command Web-Missouri,JHF,"7100 One Color Way
Jefferson City, MO 65101",C020861
Commander Mcalester Aap,JHF,"1 C-Tree Road 
Attn:Sjmmc-Aoo-P
Mcalester, OK 74501",C002931
Commemorative Air Force,JHF,"Smart Airfield 
6390 Grafton Ferry Rd
Portage Des Sioux, MO 63373",C002932
Commerce Bank,JHF,"8000 Forsyth Blvd.
Clayton, MO 63105",C002933
Commerce Bank,SDH,"c/o Sinclair & Rush, Inc.
123 Manufacturers Drive
Arnold, MO 63010",C018893
Commercial Electric Svc.,JHF,"3121 Washington Ave.
St. Louis, MO 63103",C002934
Commercial Envelope Mfg.,DRH,"3010 Industrial Road
Kirksville, MO 63501",C002935
Commercial Fabrication,JHF,"50 Patmos Court
Saint Peters, MO 63376",C002936
Commercial Industrial Supply,JHF,"103 Thoroughman 
P. O. Box 35123
St. Louis, MO 63135",C002937
Commercial Kitchens Services,JHF,"808 Hanley Industrial Court
St. Louis, MO 63144",C002938
Commercial Letter,JHF,"725 North 23Rd Street
St. Louis, MO 63103",C002939
Commercial Plating Company,JHF,"9100 Riverview Drive
St. Louis, MO 63137",C002940
Commercial Pumping Services,JHF,"P.O. Box 429
St. Charles, MO 63302",C002941
Commercial Tire,JHF,"1199 Clearview Road
Union, MO 63084",C002942
Commercial Truck Washing Inc,JHF,"2605 North 20Th
St. Louis, MO 63106",C002943
Commercial Van Interiors,JHF,"8840 St.Charles Rock Road
St. Louis, MO 63114",C002944
Commercial Woodworking,JHF,"7027 Pennsylvania Avenue
St. Louis, MO 63111",C002945
Common Sense Compressor,JHF,"468665 Highway 95,  #713
Sagle, ID 83860",C025101
Common Wealth Construction,JHF,"8807 Natural Bridge Rd
ST. JOHN, MO 63121",C002946
Commonfields Of Cahokia Water,JHF,"2525 Mousette Lane
Centerville, IL 62206",C002947
Community Fire Protection,JHF,"9411 Marlowe Avenue
St. Louis, MO 63114",C002948
Community Tire Retreading,KMP,"2501 Adie Road
Maryland Hts., MO 63043",C002949
Community Wholesale Tire,JHF,"3812 North Boradway

ST. LOUIS, MO 63147",C014236
Companion Baking,AJA,"2331 Schuetz Road
Saint Louis, MO 63146",C002950
Competition Systems/Racepak,JHF,"30402 Esperanza
Rancho Santa Margari, CA 92688",C002951
Competitive Edge,JHF,"700-A Peace Rd.
De Kalb, IL 60115",C002952
Compi Distributors,SDH,"2855 Haag
Arnold, MO 63010",C002953
Complete Auto Body,JHF,"10100 West Florissant
St. Louis, MO 63136",C002954
Complete Auto Body Repair,JHF,"6041 North Lindbergh
Hazelwood, MO 63042",C002955
Complete Auto Recycling,JHF,"4920 Flat River Road
Farmington, MO 63640",C032593
Complete Auto Repair Inc.,JHF,"800 Madison Avenue
Madison, IL 62060",C002956
Complete Auto Transmission,JHF,"And Auto Body 
2001 Woodson Road
St. Louis, MO 63114",C002957
Complete Auto Wash And Wax,JHF,"4302 S. Park Drive
Belleville, IL 62226",C002958
Complete Drives,JHF,"1542 West Auburn Dr
Auburn, IN 46706",C002959
Complete Maintenace And Repair,JAP,"344 Lakeview Drive
Washington, MO 63090",C002960
Complete Parts Services,JDC,"5541 US Highway 60 W
Paducah, KY 42001",C000002
Complete Tool And Die,JHF,"6 East Industrial Drive
St. James, MO 65559",C002961
Complete Truck & RV Repair,MRH,"3309 New Town Blvd
St. Charles, MO 63301",C002962
Component Bar Products LLC,LRH,"3858 Corporate Center Drive
O'Fallon, MO 63368",C002963
Component Bar Products LLC,LRH,"3855 Corporate Centre Drive 
Mmttc Building
Dardene Prairie, MO 63368",C002964
Component Force,JHF,"12158 Lackland Rd
St. Louis, MO 63146",C002965
Comprehensive Logistics,LRH,"2 Silvercote Drive
Wentzville, MO 63385",C002966
Comprehensive Logistics,JHF,"4944 Belmont Avenue 
Attn:Accounts Payable
Youngstown, OH 44505",C002967
Compressed Air Company,JHF,"4167 Shoreline
Earth City, MO 63045",C002968
Compressed Air Parts Company,DTL,"4036 Treeshadow
Saint Peters, MO 63376",C002969
Compressed Air Parts Company,DTL,"110 N Cool Springs Rd
O'Fallon, MO 63366",C002970
Compressed Air Systems,JHF,"9303 Stannum
Tampa, FL 33619",C002971
"Compressed Technical Svcs.,Llc",JHF,"487 Industrial Blvd.
Wills Point, TX 75169",C002972
Compression Solutions,JHF,"2048 Avignon Drive
Saint Charles, MO 63303",C002973
Compressor Engineering Co.,JHF,"5400 Alder Drive
Houston, TX 77081",C022873
Compressor Part & Equipment,DRH,"2008 Hollister Whitney Parkway 
P.O. Box 5210
Quincy, IL 62305",C002974
Compton Heights Hospital,JHF,"Attn: Accounts Payable 
5801 Wilson Avenue
St. Louis, MO 63110",C002975
Computech Manufacturing,JAP,"851 Vossbrink Dr
Washington, MO 63090",C002976
Computer Sciences Corporation,JHF,"15036 Conference Center Drive
Chantilly, VA 20151",C002977
Computext,JHF,"4667 Mcree
St. Louis, MO 63110",C002978
Comstock Castle Stove,DRH,"119 West Washington
Quincy, IL 62301",C002979
Conagen Inc,JHF,"1005 North Warson Road
St. Louis, MO 63132",C002981
Conagra - Macon Plant,DRH,"216 Vine Street
Macon, MO 63552",C002982
Conagra Accounts Payable,JHF,"Ardent Mills, LLC
1875 Lawrence Street
DENVER, CO 80202",C002983
Conagra Foods Inc.,JHF,"St. Louis Eggbeater Facility 
8501 Page Boulevard
St. Louis, MO 63114",C002984
Conagra Frozen Foods,DRH,"204 Vine Street
Macon, MO 63552",C002985
Conagra Frozen Foods,JAG,"200 North Banquet
Marshall, MO 65340",C002986
Conagra Frozen Foods,DRH,"208 Bourke Street
Macon, MO 63552",C002987
Conagra Grocery Prod.,DRH,"1401 Harris Avenue
Trenton, MO 64683",C002988
Conagra Specialty Snacks,JHF,"David & Sons 
8064 Chivvis Drive
St. Louis, MO 63123",C002989
Concept Technology,MRH,"2360 Chaffee Drive
St. Louis, MO 63146",C002990
Concord Car Wash,JHF,"5677 South Lindbergh
St. Louis, MO 63123",C002991
Concord Church,JHF,"13775 Tesson Ferry Road
Saint Louis, MO 63128",C002992
Concord Publishing House,JDC,"500 William Street 
P. O. Box 699
Cape Girardeau, MO 63701",C002993
"Concord Village Car Wash, Inc.",JHF,"5677 South Lindbergh Blvd.
St. Louis, MO 63123",C002994
Concordia Publishing House,JHF,"3558 South Jefferson
Saint Louis, MO 63118",C002995
Concrete Coring,JHF,"5425 Manchester
St. Louis, MO 63110",C002996
Concrete Cutting Service,JHF,"P.O. Box 190246
Webster Grove, MO 63119",C002997
Concrete Recycle Materials,JHF,"2290 North Woodford Street
Decatur, IL 62526",C026779
Concrete Resources,LRH,"2000 South River Road
Saint Charles, MO 63303",C002998
Concrete Strategies,KMP,"7400 North Broadway
St. Louis, MO 63147",C002999
Concur Invoice Capture,JHF,"C/O Gatesair
Inc. 
10700 Prairie Lakes Drive
Eden Prairie, MN 55344",C003000
Concurrent Manufacturing,NCB,"1624 West Jackson
Ozark, MO 65721",C003001
Concussion Motorsports,SDH,"5962 Collins Rd
Ellis Grove, IL 62241",C003002
Con-E-Co,JHF,"237 North 13Th 
P.O. Box 430
Blair, NE 68008",C003003
Con-E-Co Ready Mix,RDP,"5005 Boaz Rd.
Grand Chain, IL 62941",C003004
Connecticut Valley Block,JHF,"55 Circuit Avenue
West Springfield, MA 01089",C003005
Connector Casting,JHF,"671 Industrial Dr
Selmer, TN 38375",C003006
Connector Casting Incorporated,KMP,"1600 North 22Nd Street
St. Louis, MO 63106",C003007
Connector Castings Incorporate,KMP,"2119 Mullanphy St
St. Louis, MO 63106",C003008
Connell Company,KMP,"5930 North Hanley
St. Louis, MO 63134",C003009
Connelly Plumbing,KFC,"1219 East Division Street
Springfield, MO 65803",C003010
Connie Cammarata,JHF,"8178 Andy Road
Waterloo, IL 62298",C035362
Connor Company,JHF,"# 3 Business Center Court
Collinsville, IL 62234",C003011
Connor Company,MDC,"1209 Pioneer Parkway 
P. O. Box 5007
Peoria, IL 61601",C003012
Connor Company,JHF,"1308 Lakeland Blvd. 
Mattoon Branch
Mattoon, IL 61938",C003013
Connor Company,JHF,"1400 S. 9Th Street
Springfield, IL 62703",C003014
Connor Company,JHF,"3130 N. Grand Prix Drive
Decatur, IL 62525",C003015
Connor Company,JHF,"630 Brooklyn Ave
Jacksonville, IL 62650",C003016
Connor Company,JHF,"413 East Oakland Avenue
Bloomington, IL 61701",C023250
Conoco Phillips,MJA,"25760 West 343Rd Street
Paola, KS 66071",C003017
Conoco Phillips,JHF,"3300 Mississippi Ave
CAHOKIA, IL 62206",C003018
Conoco Phillips,JHF,"Corporate Invoicing 
P.O. Box 2200
Bartlesville, OK 74003",C003019
Conoco Phillips,JHF,"Madison Avenue 
Gate 22
Roxana, IL 62084",C003020
Conoco Phillips Company,JHF,"Corporate Invoicing 
P.O. Box 2200
Bartlesville, OK 74005",C003021
Conoco Station,JHF,"9037 St. Charles Rock Rd
St. Louis, MO 63114",C003022
Conoco Station-Grab-N-Go,JHF,"11603 Gravois Road
St Louis, MO 63126",C003023
Conquest Off Road Technology,JAG,"610 Vandiver Drive
Columbia, MO 65202",C003024
Conrad Hoover,JHF,"533 Bunker Hill Road
Saint Charles, MO 63303",C003025
Conrad Machine Inc.,JHF,"1627 East 27Th St. Terrace
Pittsburg, KS 66762",C003026
Consol Energy Inc.,JHF,"Cnx Center
Material & Supply 
Chain Management 
1000 Consol Energy Drive
Canonsburg, PA 15317",C003027
Consolidated Container Co,JHF,"11725 W 85Th St
Lenexa, KS 66214",C003028
"Consolidated Farms, Llc",JHF,"P.O. Box 1918
Saint Louis, MO 63118",C003029
Consolidated Freightway,JHF,"8500 Hall Street
St. Louis, MO 63147",C003030
Consolidated Grain,DRH,"13 Broadway Street
Nauvoo, IL 62354",C003031
Consolidated Grain And Barge,JHF,"210 Cgb Drive
Naples, IL 62669",C003032
Consolidated Grain And Barge,JDC,"201 Missouri Avenue
Mound City, IL 62963",C028672
Consolidated Grain- Caruthersv,JHF,"2140 County Highway 553
Caruthersville, MO 63830",C003033
Consolidated Pipe & Supply,JHF,"23920 Stripmine Road
Wilmington, IL 60481",C003034
Consolidated Public Water,SDH,"Supply
District C-1 
P.O. Box 430
Barnhart, MO 63012",C003035
Consolidated Services Hshs,JHF,"P.O. Box 3646
Springfield, IL 62708",C003036
Consolidated Vehicle Converters,JHF,"4991 Hempstead Station Dr.
Dayton, OH 45429",C022550
Consolidation Coal Company,JHF,"1800 Washington Road 
Suite Two
Pittsburgh, PA 15241",C003037
Construction Equipment,JHF,"Sales & Rental 
34 Empire Drive
BELLEVILLE, IL 62220",C003038
Construction Equipment Parts,JHF,"34 Empire Drive #1
Belleville, IL 62220",C033406
Construction Repair Co.,JHF,"11252 Midland Blvd.
Suite 105
St. Louis, MO 63114",C003039
Construction Supply,SDH,"2229 State Street
Chester, IL 62233",C003040
Construction Tools & Supply,JHF,"2520 Winford Avenue
Nashville, TN 37211",C028042
Construction Trailer Spec.,TNC,"2535 Rose Parkway
Sikeston, MO 63801",C003041
Contact Fabricators Inc.,JHF,"743 Marshall Avenue
Webster Grove, MO 63119",C003042
Container Distributors Inc.,JHF,"1200 Bissell 
P. O. Box 214
Venice, IL 62090",C003043
Container Quinn Testing Labs,JHF,"170 Shepard Ave
Wheeling, IL 60090",C003044
Container Stapling Company,JHF,"Attn: Accounts Payable 
P. O. Box 629
Butler, PA 16003",C003045
Contech Building Components,LRH,"112 Majestic Lane
Moscow Mills, MO 63362",C003046
Contech Construction,JHF,"110 Ford Lane
Hazelwood, MO 63042",C003047
Contech Construction,JDC,"140 Airport Industrial Drive
Sikeston, MO 63801",C003048
Contech Construction Products,MJA,"1110 Stevenson Drive
Springfield, IL 62703",C003049
Contegra,MJA,"22 Gateway Commerce Drive West 
Suite 110
Edwardsville, IL 62025",C003050
Contemporary Comm. Inc.,JHF,"630 North Pennsylvania
Wichita, KS 67214",C003051
Conti Carriers,JHF,"P. O. Box 511130
St. Louis, MO 63151",C003052
Contico,JHF,"101 Byassee
Hazelwood, MO 63042",C003053
Contico,JAG,"321 Wilson Dr
JEFFERSON CITY, MO 65109",C003054
Contico International,JAG,"305 Rock Industrial Park Dr.
Bridgeton, MO 63044",C003055
"Contico, Bridgeton Mfg.",JAG,"321 Wilson Drive
Jefferson City, MO 65109",C003056
Continental Afa,JHF,"27 Gunther Blvd
Saint Peters, MO 63376",C003057
Continental Bag Co.,JHF,"1900 West Blvd Street
Mexico, MO 65265",C003058
Continental Carbonic,MDC,"140 Distillery
Pekin, IL 61554",C003059
Continental Carbonic,JHF,"26178 B Drive N.
Albion, MI 49224",C003060
Continental Carbonic,JHF,"3985 E. Harrison.
Decatur, IL 62526",C003061
Continental Cement,JHF,"21 Brooklyn Street
St. Louis, MO 63102",C003064
Continental Cement Company,LRH,"10107 Highway 79
Hannibal, MO 63401",C003065
Continental Cleaners,JHF,"6514 West Florissant
St. Louis, MO 63136",C003066
Continental Cleaners,JHF,"1132 New Florissant
St. Louis, MO 63136",C003067
Continental Commercial Prods.,JAG,"C/O A/P Processing (Dataserv) 
P.O. Box 270623
Saint Louis, MO 63127",C003068
Continental Commercial Products,JHF,"11840 Westline Industrial Drive
ST. LOUIS, MO 63146",C014339
Continental Equipment,JDC,"494 County Road 347
Jackson, MO 63755",C003069
Continental Equipment Co.,JHF,"2550 Cassens Drive
Fenton, MO 63026",C003070
Continental Fabrication Servic,JHF,"14 Municipal Drive
Carrollton, MO 64633",C003071
Continental Fabricators,AJA,"5601 West Park Ave.
St. Louis, MO 63110",C003072
Continental Manufacturing,KFC,"561 State Drive
Mount Vernon, MO 65712",C003073
Continental Manufacturing Company,JHF,"Marco Solutions
2275 Cassens court, Ste 105
Fenton, MO 63026",C018033
Continental Mills,LAW,"1200 W Stevens Ave
Effingham, IL 62401",C003074
Continental Mills Inc.,JHF,"P.O. Box 88176
Seattle, WA 98138",C003075
Continental Products,JAG,"2000 West Boulevard 
P.O. Box 760
Mexico, MO 65265",C003076
Continental Pump Company,LRH,"29425 State Hwy. B
Warrenton, MO 63383",C003077
Continental Tire The Americas,LAW,"11525 N. Illinois Highway 142 South 
P.O. Box 1029
Mt. Vernon, IL 62864",C003078
Continental Tire The Americas,LAW,"PO Box 3010 - Accts Payable
Vendor Code #505, #10022847
Fort Mill, SC 29716",C003079
Continental Tire The Americas,JHF,"Ctna - Accts Payable 
Po Box 7950
Vendor Co Code 505 
Vendor #10022847
Charlotte, NC 28241",C003080
Continental Tire The Americas,JHF,"Ctna - Accts Payable 
Po Box 7950
Vendor Co Code 505 
Vendor Number 10022847
Charlotte, NC 28241",C003081
Continental Tire The Americas,JHF,"Ctna - Accts Payable 
Po Box 7950
Vendor Co Code 505 
Vendor Number 10022847
Charlotte, NC 28241",C003082
Continental Welding Supply Corporation,LAW,"428 South 11th Street
Terre Haute, IN 47807",C033492
Contract Machining & Mfg.,DMB,"914 Grand Ave.
Joplin, MO 64802",C003083
Contract Manufacturers,JHF,"729 North Fleishel
Tyler, TX 75702",C003084
Contractors & Municipal,LRH,"Sweeping Service
Inc. 
Po Box 1621 
111 Boone Hills Dr
Saint Peters, MO 63376",C003085
Contractors Supply,KFC,"800 East 18Th Street
Kansas City, MO 64108",C003086
Contrast Equipment,JHF,"1449 North Topping
Kansas City, MO 64120",C003087
Control Consultants And Supply,JHF,"1700 South Handley Rd
St. Louis, MO 63144",C003088
Control Devices,DTL,"1555 Larkin Williams
Fenton, MO 63026",C003090
Control Panel Services,JHF,"110 Smith Road 
Attn Receiving
Greenville, SC 29615",C003093
Control Panel Services,JHF,"P.O. Box 2192 
Attn Accts Payable
Greer, SC 29652",C003094
Control Products,JHF,"1668 Headland Drive
Fenton, MO 63026",C003095
"Control-Air, Incorporated",JHF,"P. O. Box 4136
Ballwin, MO 63022",C003096
Controlco Inc.,JHF,"170 East Alton Road
East Alton, IL 62024",C003097
Controlled Fluids Inc.,JHF,"PO Drawer 1914
Beaumont, TX 77704",C019906
"Controlled Fluids, Inc.",JHF,"2009 N Willow Ave
Broken Arrow, OK 74012",C020135
Controller Chaos,JHF,"11465 Schenk Road
Maryland Heights, MO 63043",C018449
Contrologic,JHF,"428 Roy Arnold Ave.
Danville, KY 40422",C003098
Controls & Electric Mtr. Co.,DMB,"317 East 12Th Street 
P.O. Box 1651
Joplin, MO 64802",C003099
Controls International,JHF,"10410 Vista Park Road
Dallas, TX 75238",C003100
Controltech Automation,JAW,"1121 North Warson Road
St. Louis, MO 63132",C003101
Convenient Food Mart,JHF,"1435 S. Kirkwood Road
St. Louis, MO 63122",C003102
Conversion Resources,JHF,"8295 Bavaria Drive
Macedonia, OH 44056",C003103
Convertible Solutions,JHF,"3500 Snyder Avenue
Sedalia, MO 65301",C003104
Conveyer Dynamics,JHF,"1111 West Holly Street Suite A
Bellingham, WA 98225",C003105
Conveyor & Drive Equipment Co,JDC,"420 East Adams Street
Jackson, MO 63755",C003106
Conveyor And Drive Equipment,JHF,"134 Airport Industrial Drive
Sikeston, MO 63801",C003107
Conveyor And Drive Equipment,JHF,"P.O. Box 191100
Webster Grove, MO 63119",C003108
Conveyor Dynamics,MRH,"7000 West Geneva Drive 
P. O. Box 177
Saint Peters, MO 63376",C003109
Conway Bearing And Supply,JHF,"1235 Sturgis Rd. Ste 8
Conway, AR 72034",C003110
Cook Brothers Truck Parts,JHF,"206 South Main Street
Homer, NY 13077",C003112
Cook Polymer Technology,JHF,"225 South Third Ave
Canton, IL 61520",C003113
Cook Sales Incorporated,RDP,"P.O. Box 687
Anna, IL 62906",C003114
Cookbook Publishers,JHF,"10800 Lakeview Avenue 
P O Box 15920
Lenexa, KS 66285",C003115
Cook'S Fabrication & Welding,JAG,"2900 Rissler Road
Sedalia, MO 65301",C003116
Coolant Express,MDC,"303 Arnold Avenue
Peoria, IL 61611",C003117
Coomers Custom Cabinets,JDC,"Route 3 Box 2577
Doniphan, MO 63935",C003118
Co-op Service Center,JHF,"506 E. Washington
Jackson, MO 63755",C020366
Cooper B-Line,JHF,"13755 Stead Boulevard
Reno, NV 89506",C003119
Cooper B-Line,MTL,"816 Lions Drive
Troy, IL 62294",C003120
Cooper B-Line,JHF,"P.O. Box 818037
Cleveland, OH 44181-8037",C003121
Cooper B-Line,MTL,"509 West Monroe 
P.O. Box 326
Highland, IL 62249",C003122
Cooper B-Line Inc.,RDP,"3764 Longspur Road
Pinckneyville, IL 62274",C003123
Cooper B-Line/Eaton,MTL,"Engineered Prod. Development 
501 West Monroe
Highland, IL 62249",C003124
Cooper Color,JHF,"1524 Lonedell Industrial Ct.
Arnold, MO 63010",C027986
Cooper Mechanical,JHF,"684 Leola
Florissant, MO 63031",C036969
Cooperative Buying Div,JHF,"8816 Manchester Rd # 222
St. Louis, MO 63144",C003126
"Cooperative Workshops, Inc.",DRH,"1500 Ewing Drive
Sedalia, MO 65301",C003127
Copart Auto Auction,JHF,"13033 Taussig Avenue
Bridgeton, MO 63044",C003128
Cope Marine,JHF,"1725 West Hwy 50
O'Fallon, IL 62269",C003129
Cope Plastics,MJA,"Attn: Accounts Payable
5033 Humbert Road
ALTON, IL 62002",C003130
Cope Plastics,MJA,"4441 Industrial Drive
Alton, IL 62002",C003131
Copeland  *DO NOT USE*,NCB,"**DO NOT USE - SEE C004188**
1400 Northwest 3Rd Street
Ava, MO 65608",C003132
Copeland  *DO NOT USE*,NCB,"**DO NOT USE - SEE C004188**
701 E. Hwy 32
Lebanon, MO 65536",C003133
Copeland  *DO NOT USE*,NCB,"**DO NOT USE - SEE C004188**
Attn:  Accounts Payable 
P. O. Box 669
Sidney, OH 45365",C003134
Copper & Brass Sales,LRH,"59 Interstate Drive
Wentzville, MO 63385",C003135
Copperhinge,JHF,"6513 Delmar
Saint Louis, MO 63130",C019316
Cor Jesu Academy,JHF,"10230 Gravois Road
St. Louis, MO 63123",C003136
Corbit Manufacturing,DTL,"100 Clark Street 
Steel Shop #2
St. Charles, MO 63301",C003137
